id,name,address,cantidad_de_sucursales,frecuencia_compra,lat,lng,url_google_maps,stage_name,Etapa del ciclo de vida,Propietario del registro de empresa,Estado del lead,Número de veces contactado,Unnamed: 0
14915398067,TKL - Galesa,avenida cabildo 1631,,,-34.565749,-58.452578,https://maps.google.com/?cid=14610692856120687572,Potential Return,opportunity,512816524.0,Churn,,
14915402585,TKL - Etcheverry,callao 299,,,-34.60809700000001,-58.3918396,,Potential Return,opportunity,512816524.0,CADENA No Contactar,,
10178600557,La Santé - Barcelona,Av Caseros 2032,,,-34.6343881,-58.3908363,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
14915432560,Todo Farma - Todo Farma Gran Sur,AVENIDA ENTRE RIOS 1177,,,-34.622403,-58.3916472,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
21911973645,Farma Belen - Belen 12,"Sánchez de Bustamante 462, CABA, Argentina",13.0,,-34.6044367,-58.41470400000001,,Potential Return,opportunity,234179475.0,CADENA No Contactar,,
17724104479,Farma Belen - Vega 1000,Avenida Lope de Vega 1055,,,-34.6293327,-58.50474699999999,,Potential Return,opportunity,234179475.0,CADENA No Contactar,,
16640753456,Farma 365 - Caballito,Av. Rivadavia 4544/4540,,,-34.6399494,-58.550161,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
16640666641,Farma 365 - Flores,Av. Rivadavia 6327,,,-34.626146,-58.4557288,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
16379204474,SUPER NUEVA COLON S.R.L. - Farmacia Gel,PTE. PERON 3734,,,-26.9278974,-60.0541336,,Potential Return,opportunity,512816524.0,CADENA No Contactar,,
16341388079,Farmafe - Farmafe,Av Rivadavia 4399,,,-34.6141171,-58.42759239999999,,Potential Return,opportunity,512816524.0,CADENA No Contactar,,
16085956493,Farma Belen - Andaser,"Murguiondo 4068, Villa Lugano, Buenos Aires, Argentina",,,-34.6759181,-58.4768813,,Potential Return,opportunity,234179475.0,CADENA No Contactar,,
15992183166,Farmacias Pacheco - Unishop,HIPOLITO YRYGOYEN 657,,,-34.6091488,-58.37572950000001,,Potential Return,opportunity,542619254.0,CADENA No Contactar,,
15041742392,Líder - Eva Perón,Avenida Eva Perón 3642,2.0,,-34.6458034,-58.46641179999999,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
14974229520,Vital - Vital,AV. DE LOS CONSTITUYENTES 6117,2.0,,-34.5711394,-58.5066222,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
14937334695,Líder - Rivadavia,Av rivadavia 8777,2.0,,-34.6349037,-58.48755430000001,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
18440833618,Grupo Porteñas - SAN FERNANDO,Av. Santa Fe 2528 – CABA,1.0,Daria,-34.5944941,-58.4029,https://maps.google.com/?cid=10143169203544465412,Potential Return,opportunity,542619254.0,CADENA No Contactar,,
14915467264,Farmacia Sm Directorio - Sm Directorio,AVENIDA DIRECTORIO 1249,,,-34.6296475,-58.4457425,https://maps.google.com/?cid=3873713839969448626,Potential Return,opportunity,635492709.0,Churn,,
14915424092,Farmathenea - Farmathenea 1,AVENIDA RIVADAVIA 3081,2.0,,-34.6399494,-58.550161,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178999394,RP - Porteña,AVDA.CORRIENTES 1499,,,-34.603955,-58.38775349999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
14915506028,Todo Farma - Todo Farma Nueva Galvagni,AVENIDA BALBIN 3936,2.0,,-34.555051,-58.4854724,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178987064,RP - Botánico,AVDA.SANTA FE 3709,,,-34.5848407,-58.41592000000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
14915437062,TKL - Quintana,AVENIDA PRESIDENTE QUINTANA 392,,,-34.589362,-58.38882270000001,,Potential Return,opportunity,512816524.0,CADENA No Contactar,,
10178995218,SEC - Flores,Yerbal 2399,,,-34.6274714,-58.46310080000001,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178920213,TKL - América,Av. Cordoba 1402,,,-34.5994895,-58.3869735,,Potential Return,opportunity,512816524.0,CADENA No Contactar,,
10178613348,Farma Belen - Lope de Vega,Av. Lope de Vega 1690             ,,,-34.6245415,-58.5115516,,Potential Return,opportunity,234179475.0,CADENA No Contactar,,
10178987067,La Franco - Belgrano La Franco,Av Federico Lacroze 2278,,,-34.5686705,-58.4434617,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178987063,Farmagrup - Gran Acoyte,Avellaneda 469,,,-34.6138417,-58.4375081,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178973833,Farmacias RP - La Botica de Julián,Carlos pellegrini 423,,,-34.6033962,-58.38081589999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178969918,La Danesa - Farmacia Cabildo,AV CABILDO 2171,,,-34.5613025,-58.45706869999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178943803,Farmacias RP - Viamonte,Viamonte 891,,,-34.6000226,-58.37946059999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10179020593,Farmagrup - Gran Gallo,Córdoba 3199,,,-31.42008329999999,-64.1887761,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178600560,Farmacias RP - Went,Av. Corrientes 901,,,-34.6034539,-58.3796011,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178617937,La Danesa - Farmacia Congreso,AV.CONGRESO 2486,,,-34.5559258,-58.4632187,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178977208,La Franco - Palermo La Franco,Bonpland 1631,,,-34.5839535,-58.4378768,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178600564,La Danesa - Farmacia Cramer,AV.CRAMER 1965,,,-34.5660109,-58.46002650000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178987060,La Santé - Salguero,Salguero 3212 Pb local 2 Alcorta,,,-34.5747293,-58.40347019999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178617946,SEC - Congreso,Hipólito Yrigoyen 1632,,,-34.6103957,-58.3894503,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178613355,SEC - Independencia,AV INDEPENDENCIA 2002,,,-37.9988374,-57.5548494,,Potential Return,opportunity,410741428.0,CADENA No Contactar,,
10178977280,RP - Recoleta,AV. LAS HERAS 2002,,,-34.5901346,-58.3941592,https://maps.google.com/?cid=17309861034713157090,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10179001670,Nueva Social Fénix - Mosconi,Artigas 4702,,,-34.5833666,-58.49783000000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178995206,La Santé - La Nobleza,AV LIBERTADOR GRAL SAN MARTIN 420,,,-31.5350416,-68.5322053,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178999395,Nueva Social Fénix - Griveo,Artigas 4901,,,-30.4043287,-56.4692371,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178915663,La Santé - Rivadavia,Av Rivadavia 5892,,,-34.6235595,-58.4481821,https://maps.google.com/?cid=7091122009748973217,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178901569,La Santé - Gran Ferrari,Av Caseros 2000,,,-34.6342572,-58.39020919999999,https://maps.google.com/?cid=3796003872868948153,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178973829,La Santé - Lupo,Av Caseros 2657,,,-34.6359598,-58.39990350000001,https://maps.google.com/?cid=4117273038501164203,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178977202,La Santé - Patricios,Av Caseros 2980,,,-34.6371742,-58.40481989999999,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178617932,La Santé - Sanfar,Av. Hipólito Yrigoyen 3636 local 8 Carrefour,,,-34.6141412,-58.4176151,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178934417,Farmacias Marina - Rivadavia,Av. Rivadavia 2463,,,-34.6097478,-58.40126160000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178955051,Farmacias Marina - Marina,Av. La Plata 2501,,,-34.6441833,-58.42191510000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
10178920211,La Santé - Perdriel,Av Caseros 1900,,,-34.6339112,-58.38841470000001,,Potential Return,opportunity,238285323.0,CADENA No Contactar,,
14915415209,Farmaplus - Tribunales,URUGUAY 479,,,-32.522779,-55.765835,https://maps.google.com/?cid=3590468672420218705,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915437196,Farmaplus - Barrio Norte II,AVENIDA PUEYRREDON 1428,,,-34.59403870000001,-58.4023156,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915505952,Farmafe - Cusatis,"Libertad 1092, Buenos Aires, Argentina",8.0,Daria,-34.5958573,-58.3844808,https://maps.google.com/?cid=15482326074571509491,Potential interest,opportunity,512816524.0,CADENA No Contactar,,
14915384487,Farmaplus - Devoto,AVENIDA FRANCISCO BEIRO 5402,,,-34.6151378,-58.5261524,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915496612,Farmaplus - Microcentro ||,AVENIDA DE MAYO 675,,,-34.6085155,-58.3758335,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915458692,Farmaplus - Nuñez,AV. CABILDO 3834,,,-34.5480277,-58.4691939,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915467280,Farmafe - Hallein,AVENIDA RIVADAVIA 4634,,,-34.6159349,-58.4307372,https://maps.google.com/?cid=15802725730436657398,Potential interest,opportunity,512816524.0,CADENA No Contactar,,
14915476665,Farmaplus - Caballito III,AVENIDA RIVADAVIA 4718,,,-34.6165407,-58.43187709999999,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915398200,Farmaplus - Barrio Norte IV,AV. CORDOBA 2501,,,-34.598824,-58.402629,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915467276,Farmaplus - Belgrano I,AVENIDA CABILDO 1566,,,-34.5665527,-58.4520027,https://maps.google.com/?cid=17009121512657578169,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915411122,Farmaplus - Caballito II,AVENIDA JOSE MARIA MORENO 99,,,-34.6192959,-58.436117,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915384616,Farmaplus - Caballito I,AVENIDA RIVADAVIA 5014,,,-34.6185874,-58.43678480000001,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
23199954359,Farmaplus - Retiro II,"Florida 783, AAO, Buenos Aires, Argentina",,,-34.5329498,-58.4909058,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915476637,Farmaplus - Barrio Norte III,AVENIDA PUEYRREDON 1673,,,-34.5919718,-58.4010305,,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
10178844556,Dr Sabin - Dr Sabin,Uruguay 1272,,,-32.522779,-55.765835,,Potential interest,opportunity,238285928.0,Lost,,
14915384638,Farmaplus - Belgrano II,JURAMENTO 2741,,,-34.5579805,-58.4499027,https://maps.google.com/?cid=13291929116213477378,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
23208072014,Farmaplus - Recoleta,"Av. Gral. Las Heras 2273, Buenos Aires, Argentina",,,-34.5877898,-58.3965946,https://maps.google.com/?cid=17080452363341866536,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915437091,Farmaplus - Barrio Norte I,PACHECO DE MELO 2402,,,-34.5883669,-58.3990757,https://maps.google.com/?cid=17896418126106198223,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
10178901570,Oro - Farmacia Trinidad,Av Cerviño 4602,,,-34.5755252,-58.4226168,,Potential interest,opportunity,542619254.0,CADENA No Contactar,,
14915458648,Farmaplus - Flores,AVENIDA RIVADAVIA 6854,,,-34.6287653,-58.46203559999999,https://maps.google.com/?cid=1595870166457433493,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
14915373631,Farmaplus - Villa Urquiza I,TRIUNVIRATO 4602,35.0,,-34.57495979999999,-58.4856816,https://maps.google.com/?cid=13943191378900397013,Potential interest,opportunity,238285323.0,CADENA No Contactar,,
10178966171,Más Farmacia - Larralde - Pintos,CRISOLOGO LARRALDE 3195,,,-34.5525977,-58.4750343,,ReActivated,1058023784,410741428.0,Negocio Positivo,,
31457071204,Similia 4614,"Avenida Santa Fe 2642, Ciudad Autónoma de Buenos Aires, Argentina",4.0,,-34.5940434,-58.4045125,,Trials,1028209029,542619254.0,Negocio Positivo,,
14915467154,Farmacia Alberdi - Farmacia Alberdi - Avellaneda,AVENIDA AVELLANEDA 2600,,,-34.6226455,-58.4601887,,Zombies,1028209029,410741428.0,Lost,,
10178987069,Vassallo - Belgrano,Cabildo 2779,,,-34.5564766,-58.461316,,Zombies,opportunity,542619254.0,CADENA No Contactar,,
10178934427,Vassallo - Villa del Parque,Cuenca 2719,,,-34.6051307,-58.4922991,https://maps.google.com/?cid=13744031624897852658,Zombies,opportunity,542619254.0,CADENA No Contactar,,
17450199601,Farmasun - Farmasun,AVENIDA JUAN BAUTISTA ALBERDI 3499,1.0,,-34.6354236,-58.4753553,,Zombies,opportunity,542619254.0,Lost,,
10178948160,Vassallo - Juncal,Uriburu 1223,,,-34.5940719,-58.3977148,,Zombies,opportunity,542619254.0,CADENA No Contactar,,
17772693619,Farmamía - Fleming,Lope de Vega 1055,,,-34.6293327,-58.50474699999999,,Zombies,opportunity,410741428.0,CADENA No Contactar,,
10594614627,Gran Farmacia Constituyentes - Gran Farmacia Constituyentes,Avenida de los constituyentes 6163                ,,,-34.5709844,-58.507074,https://maps.google.com/?cid=14216970341621487548,Zombies,opportunity,238285928.0,Lost,,
18674245042,La Botica de Versalles - La Botica de Versalles,"Arregui 6127, C1408AVQ C1408AVQ, Buenos Aires",,,-34.6276568,-58.520946,,Zombies,1028209029,542619005.0,Negocio Positivo,,
10178987065,San Pablo - Lacfarm,Av. Federico Lacroze 1810,,,-34.5647634,-58.4396,,Zombies,opportunity,238285323.0,Lost,,
10517975454,Farmacia Larocca - Larocca,Rivadavia 3600,,,-34.6111208,-58.4170335,https://maps.google.com/?cid=7523078673066936121,Zombies,opportunity,542619254.0,Lost,,
10178973836,Vassallo - Caballito,J.M. Moreno 245,,,-34.6208059,-58.4355235,,Zombies,opportunity,542619254.0,CADENA No Contactar,,
22947049084,La Farmaxcia - La Farmaxcia,"Av. Rivadavia 2202, Buenos Aires, CABA, Argentina",1.0,Daria,-34.6099313,-58.3976803,https://maps.app.goo.gl/cGaLbzqpuooNVw2K6,Zombies,1028209029,542619254.0,Lost,,
10179006266,Dameli - Dameli,VIRREY AVILES 3371,,,-34.5750581,-58.46016030000001,,Zombies,opportunity,451923128.0,Lost,,
10178969924,Acassuso - Acassuso,Acassuso 6384,,,-34.4752712,-58.496585,,Zombies,opportunity,542619254.0,Lost,,
10593572459,Dr Mihanovich - Dr Mihanovich,San Martín 908,,,-34.5973225,-58.374336,https://maps.google.com/?cid=11969926793814935453,Zombies,opportunity,542619254.0,Lost,,
10178943810,Urquiza - Urquiza,Bauness 2600,,,-34.5736466,-58.48905029999999,,Zombies,opportunity,495837313.0,Lost,,
10178920215,Suiza - Nueva Soper,"Av. Boedo 783, C1218AAD Cdad. Autónoma de Buenos Aires",2.0,Daria,-34.6221193,-58.416602,https://maps.app.goo.gl/3FU43aq15vapB2Ey9,Zombies,opportunity,542619254.0,CADENA No Contactar,,
14915377762,Farmanexus - Farmacia Farmanexus,AVENIDA RIVADAVIA 2202,,,-34.6099313,-58.3976803,,Zombies,opportunity,495837313.0,Lost,,
10178943804,Franco - Oggi,AV JUAN DE GARAY 3101,,,-34.6293411,-58.4085972,,Zombies,opportunity,495837313.0,CADENA No Contactar,,
14915406895,Farmacia Fittipaldi - Fittipaldi,FERNANDEZ DE ENCISO 3947,,,-34.601452,-58.51250899999999,,Zombies,opportunity,542619409.0,Lost,,
14915467179,Farmacia Italfarma - Farmacia Italfarma Italiano,TENIENTE GENERAL JUAN D PERON 4185,,,-34.6057932,-58.425743,https://maps.google.com/?cid=11814021630611325255,Zombies,opportunity,542619254.0,Lost,,
14915398220,Tradicional - Nogoya,Nogoya 4418,,,-34.6116979,-58.506529,https://maps.google.com/?cid=15144579467133625062,Zombies,opportunity,410741428.0,Lost,,
14915402764,Farmacia Alberdi - Farmacia Alberdi - Nazca,AVENIDA NAZCA 1876,,,-34.6127805,-58.4805165,https://maps.google.com/?cid=9253185027000150289,Zombies,1028209029,410741428.0,Lost,,
14915428384,La Elena - La Elena,Av. Mosconi 3300,,,-34.5895708,-58.5072494,https://maps.google.com/?cid=13965342229580911780,Zombies,opportunity,410741428.0,Reunion Agendada,,
10178943807,Suiza - Rivadavia,AV SAN JUAN 3668,,,-34.6258243,-58.417203,,Zombies,opportunity,542619254.0,CADENA No Contactar,,
10179020594,M. Grimaldi - M. Grimaldi,AV SANTA FE 4024,2.0,,-34.5822083,-58.42053139999999,,Zombies,opportunity,238285184.0,Lost,,
14915423922,Tradicional - Universal,FORMOSA 100,3.0,,-34.4636528,-58.9021039,,Zombies,opportunity,410741428.0,Lost,,
14915377683,Farmacias Bienestar - Farmacia Lelisa,Avenida Scalabrini Ortiz 1999,8.0,Daria,-34.5888587,-58.4214599,https://maps.google.com/?cid=9657666021093066899,Zombies,opportunity,542619409.0,Negocio Positivo,,
15066008971,FarmaConecta - FarmaConecta,José Antonio Cabrera 3933,1.0,,-34.5926407,-58.4284939,,Zombies,opportunity,542619254.0,Lost,,
14915496520,Farmacia Gran San Juan - Farmacia Av. Gran San Juan,Av. San Juan 3002,,,-34.624541,-58.40725500000001,https://maps.google.com/?cid=13938631133600466695,Zombies,opportunity,495837313.0,Lost,,
10178934424,Grupo Superi - FarmaVital,"Teodoro García 2377, Buenos Aires, Argentina",,,-34.5690664,-58.4454096,,Zombies,opportunity,410741428.0,CADENA No Contactar,,
10178600569,Suiza - San Juan,"Av. Boedo 937, C1220 Cdad. Autónoma de Buenos Aires",2.0,Daria,-34.6246923,-58.4165115,https://maps.app.goo.gl/xypgkujf5dFgoNvy6,Zombies,opportunity,542619254.0,CADENA No Contactar,,
14915472296,Tradicional - Uruguay,URUGUAY 1090,,,-34.5960679,-58.3873026,https://maps.google.com/?cid=14318530350499561311,Zombies,opportunity,410741428.0,Lost,,
14915392926,Farmacia Alberdi - Farmacia Alberdi - Rivadavia,AVENIDA RIVADAVIA 8509,,,-34.6340281,-58.4832401,,Zombies,1028209029,410741428.0,Lost,,
10178929682,Nueva Social Nazca - Nueva Social Nazca,NAZCA 2168,,,-34.60973,-58.4829615,https://maps.google.com/?cid=12414254560775376755,,,,,,
10389104915,Paradiñeiro - FARMAET,AV BEIRO FRANCISCO 3602,15.0,,-34.6010425,-58.5036395,https://maps.google.com/?cid=6803510356485799036,,,,,,
14915437073,COMPAÑIA DE SERVICIOS FARMACEUTICOS S A - COMPAÑIA DE SERVICIOS FARMACEUTICOS S A,directorio 4701,,,-34.6484506,-58.4884822,https://maps.google.com/?cid=11727131954642130016,,,,,,
14915462790,UATRE - UATRE,"Reconquista 613, C1003 ABM, Cdad. Autónoma de Buenos Aires",1.0,,-34.6006069,-58.372509,https://maps.google.com/?cid=16277716619348225255,,,,,,
14915392814,SAN JORGE - SAN JORGE,Santander 5101,,,-34.6661162,-58.4780916,https://maps.google.com/?cid=5093786631210666458,,,,,,
14915449896,NARANJO SILVINA LUCIA - NARANJO SILVINA LUCIA,Av San Juan 1399,,,-34.6222,-58.385718,https://maps.google.com/?cid=13463208963122474723,,,,,,
14915488161,NUEVA DONADO - NUEVA DONADO,Av. Dr Ricardo Balbin 4114,,,-34.5551153,-58.4889559,https://maps.google.com/?cid=4442408989171242462,,,,,,
14915488177,CAMPOS MAXIMILIANO Y CAMPOS PATRICIO SH - CAMPOS MAXIMILIANO Y CAMPOS PATRICIO SH,Murguiondo 4172,4.0,Daria,-34.6769091,-58.4756071,https://maps.google.com/?cid=15305690501386580041,,,,,,
14915398070,SERVICE PHARMA SA - SERVICE PHARMA SA,Mexico 2501,,,-34.6164948,-58.4012894,https://maps.google.com/?cid=9910823686323182647,,,,,,
14915476597,ACUARIO - ACUARIO,Argerich 3147,,,-34.599921,-58.492315,https://maps.google.com/?cid=740578024477759116,,,,,,
14915398144,INDIRA - INDIRA,Av. Córdoba 2691,,,-34.5978939,-58.405363,https://maps.google.com/?cid=472030422814857691,,,,,,
14915488170,DISTRISALUD - DISTRISALUD,VERA 889,,,-34.5986807,-58.4379042,https://maps.google.com/?cid=10977118224436390398,,,,,,
14915384443,FERAVAL - FERAVAL,Herrera 1655,,,-34.6457326,-58.3757851,https://maps.google.com/?cid=2287063717089911686,,,,,,
14915505847,LAS NIEVES - LAS NIEVES,Av Rivadavia 3695,,,-34.6107949,-58.418399,https://maps.google.com/?cid=18127015407033338464,,,,,,
14915388285,MEDISEC S.R.L - MEDISEC S.R.L,Av. Federico Lacroze 3951,,,-34.5845712,-58.4538396,https://maps.google.com/?cid=6436341205457245671,,,,,,
14915415188,MUNDIA - MUNDIA,Avenida Ricardo Balbin 3057,,,-34.5590081,-58.4736202,https://maps.google.com/?cid=5204253320775977600,,,,,,
14915388282,BALVANERA - BALVANERA,Av Rivadavia 2398,6.0,Daria,-34.609919,-58.4003789,https://maps.google.com/?cid=908130673629226033,,,,,,
14915436980,VIESALUD - VIESALUD,Avenida Boyacá 370,,,-34.6228193,-58.4595485,https://maps.google.com/?cid=2333117990348919108,,,,,,
14915496500,METAPHARMA S.A. - METAPHARMA S.A.,Ortega y Gasset 1892,1.0,Daria,-34.5708167,-58.4329568,https://maps.google.com/?cid=2206513966269293612,,,,,,
14915445569,SAENZ - SAENZ (Avenida Saenz 1071),Avenida Saenz 1071,,,-34.6524875,-58.4166621,https://maps.google.com/?cid=2311608754285499948,,,,,,
